InvoiceNo,ShipmentProvider,WarehouseLocation,OrderPriority,ReturnStatus,PaymentMethod
947008,DHL,Amsterdam,High,Not Returned,Bank Transfer
376052,UPS,Amsterdam,High,Not Returned,Bank Transfer
160269,Royal Mail,Paris,Low,Not Returned,Bank Transfer
666519,Royal Mail,Berlin,Low,Not Returned,Credit Card
931653,UPS,Amsterdam,Low,Returned,paypall
662686,Royal Mail,Amsterdam,High,Not Returned,Credit Card
686660,FedEx,Paris,Low,Not Returned,Bank Transfer
921756,UPS,London,High,Not Returned,Credit Card
774698,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
762747,UPS,Rome,Medium,Not Returned,Bank Transfer
581924,FedEx,Paris,Medium,Not Returned,Bank Transfer
257247,DHL,Berlin,Low,Not Returned,Bank Transfer
130795,Royal Mail,Berlin,Medium,Not Returned,paypall
601378,DHL,Paris,High,Not Returned,Bank Transfer
605150,UPS,Paris,Low,Not Returned,Bank Transfer
493064,DHL,Rome,High,Not Returned,Credit Card
617157,DHL,Rome,High,Not Returned,Bank Transfer
792789,UPS,Amsterdam,High,Not Returned,Bank Transfer
425249,DHL,Berlin,Low,Not Returned,Credit Card
890233,DHL,London,Medium,Not Returned,paypall
875681,FedEx,Amsterdam,Low,Not Returned,Credit Card
238485,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
346923,FedEx,Berlin,Medium,Not Returned,paypall
996807,FedEx,Amsterdam,Low,Not Returned,paypall
641953,UPS,Rome,Low,Not Returned,paypall
569608,FedEx,Amsterdam,Low,Not Returned,Credit Card
983068,FedEx,Paris,High,Not Returned,paypall
995823,Royal Mail,Paris,Medium,Returned,Bank Transfer
108187,UPS,Berlin,Low,Not Returned,paypall
689277,Royal Mail,Amsterdam,High,Not Returned,paypall
650072,Royal Mail,Rome,High,Not Returned,Bank Transfer
935886,FedEx,London,Low,Not Returned,Bank Transfer
769165,FedEx,Paris,Low,Not Returned,paypall
928147,UPS,London,High,Not Returned,paypall
939843,UPS,Amsterdam,Medium,Not Returned,paypall
220451,UPS,London,Low,Not Returned,Bank Transfer
142186,DHL,Paris,Medium,Not Returned,Credit Card
353940,DHL,London,Low,Not Returned,Bank Transfer
959543,FedEx,Rome,Medium,Not Returned,Credit Card
469873,UPS,Rome,High,Not Returned,Credit Card
859642,FedEx,Paris,Low,Not Returned,Credit Card
605956,FedEx,London,Medium,Not Returned,Credit Card
128093,FedEx,London,Low,Not Returned,paypall
174625,Royal Mail,Berlin,Medium,Not Returned,paypall
326062,DHL,Rome,High,Not Returned,Bank Transfer
646762,DHL,Paris,Medium,Not Returned,Credit Card
370298,UPS,Rome,Low,Not Returned,paypall
777424,FedEx,Berlin,High,Not Returned,paypall
876559,UPS,London,High,Not Returned,Bank Transfer
324494,Royal Mail,Amsterdam,Medium,Not Returned,paypall
260470,UPS,Amsterdam,Medium,Not Returned,Credit Card
463810,UPS,Amsterdam,High,Returned,Credit Card
799229,Royal Mail,Berlin,Low,Not Returned,Bank Transfer
109646,UPS,London,Low,Not Returned,Credit Card
683959,UPS,Berlin,Low,Not Returned,Credit Card
552923,Royal Mail,Berlin,High,Returned,paypall
216700,Royal Mail,Berlin,High,Not Returned,Credit Card
125391,Royal Mail,Paris,Low,Returned,Credit Card
784182,UPS,London,Low,Returned,Credit Card
400016,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
175048,FedEx,Paris,Low,Not Returned,Credit Card
260412,UPS,Rome,High,Not Returned,Credit Card
705893,DHL,Paris,Medium,Not Returned,Bank Transfer
476754,UPS,London,Medium,Not Returned,paypall
476703,DHL,Berlin,High,Not Returned,paypall
759862,FedEx,London,Low,Returned,Bank Transfer
722060,FedEx,London,Medium,Not Returned,Bank Transfer
672308,FedEx,Rome,Low,Not Returned,Credit Card
361655,Royal Mail,London,Low,Not Returned,Credit Card
189543,Royal Mail,Amsterdam,Low,Not Returned,paypall
907403,FedEx,London,High,Not Returned,Bank Transfer
289448,UPS,Amsterdam,Low,Not Returned,Credit Card
106037,Royal Mail,Amsterdam,High,Not Returned,paypall
805667,FedEx,Rome,Low,Returned,Credit Card
994028,Royal Mail,Berlin,Medium,Returned,Credit Card
376610,DHL,Paris,High,Returned,Bank Transfer
854660,UPS,Rome,Low,Not Returned,Credit Card
896059,UPS,Amsterdam,Low,Not Returned,paypall
514809,FedEx,Rome,High,Not Returned,paypall
675985,FedEx,London,Medium,Not Returned,Credit Card
647437,FedEx,London,Medium,Not Returned,Bank Transfer
641025,DHL,Rome,High,Not Returned,paypall
167854,UPS,London,High,Not Returned,paypall
649602,Royal Mail,London,Low,Not Returned,paypall
921719,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
957395,Royal Mail,Amsterdam,Low,Not Returned,paypall
792731,UPS,London,High,Not Returned,paypall
255702,FedEx,Paris,Medium,Not Returned,paypall
282308,Royal Mail,London,Medium,Returned,Credit Card
920099,Royal Mail,London,Low,Not Returned,paypall
192214,FedEx,Paris,Medium,Not Returned,Bank Transfer
125099,UPS,Paris,Medium,Not Returned,paypall
197170,Royal Mail,Amsterdam,High,Not Returned,Bank Transfer
358744,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
314493,DHL,London,Low,Not Returned,Bank Transfer
884108,Royal Mail,Rome,High,Returned,Credit Card
964036,DHL,Amsterdam,Low,Not Returned,Bank Transfer
444779,DHL,Rome,High,Returned,paypall
269170,UPS,Paris,Medium,Not Returned,paypall
783233,FedEx,Rome,Low,Not Returned,paypall
778918,FedEx,Paris,High,Not Returned,Bank Transfer
291195,FedEx,Amsterdam,High,Not Returned,Bank Transfer
654806,UPS,Paris,Medium,Returned,paypall
152763,FedEx,London,Medium,Not Returned,Credit Card
830076,DHL,Rome,Low,Not Returned,paypall
159172,DHL,Rome,High,Not Returned,Bank Transfer
837491,Royal Mail,Berlin,Low,Not Returned,Bank Transfer
582492,FedEx,Berlin,Low,Not Returned,Bank Transfer
324330,DHL,Rome,Low,Not Returned,Bank Transfer
869137,Royal Mail,Paris,High,Not Returned,paypall
767241,FedEx,Berlin,Medium,Not Returned,paypall
378963,FedEx,London,Medium,Not Returned,Bank Transfer
716301,DHL,London,Medium,Not Returned,Bank Transfer
259827,Royal Mail,Amsterdam,High,Not Returned,Bank Transfer
125811,UPS,Berlin,High,Not Returned,paypall
551338,FedEx,Amsterdam,Medium,Not Returned,Credit Card
399841,UPS,Rome,High,Not Returned,Bank Transfer
685484,DHL,Amsterdam,Low,Not Returned,Bank Transfer
737388,Royal Mail,Rome,Medium,Not Returned,paypall
511560,DHL,Rome,Low,Not Returned,Bank Transfer
120656,DHL,Amsterdam,Low,Not Returned,paypall
257454,FedEx,London,Medium,Not Returned,Credit Card
262103,Royal Mail,Paris,High,Not Returned,paypall
302421,UPS,London,Medium,Not Returned,Bank Transfer
160574,Royal Mail,London,Low,Returned,Credit Card
560476,DHL,London,Medium,Not Returned,Bank Transfer
157529,FedEx,London,Low,Not Returned,Credit Card
494710,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
511579,UPS,Berlin,High,Not Returned,Credit Card
777172,UPS,Paris,High,Not Returned,Bank Transfer
206741,FedEx,Amsterdam,High,Not Returned,Credit Card
720348,FedEx,Amsterdam,Low,Not Returned,paypall
107160,Royal Mail,Amsterdam,High,Not Returned,Credit Card
272415,DHL,London,High,Not Returned,Credit Card
647881,FedEx,Berlin,Medium,Not Returned,Credit Card
755644,DHL,Berlin,Medium,Returned,paypall
541299,UPS,Amsterdam,High,Not Returned,paypall
268923,Royal Mail,Amsterdam,Medium,Not Returned,Bank Transfer
644666,DHL,London,High,Not Returned,Credit Card
763851,UPS,London,Medium,Not Returned,Bank Transfer
951932,UPS,Amsterdam,Low,Not Returned,paypall
952868,Royal Mail,Paris,Low,Not Returned,Credit Card
887891,UPS,Berlin,High,Not Returned,Bank Transfer
506896,FedEx,Paris,High,Not Returned,Bank Transfer
643593,DHL,Paris,Low,Not Returned,paypall
266373,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
788052,DHL,Amsterdam,Medium,Not Returned,paypall
794707,Royal Mail,Berlin,High,Not Returned,paypall
248261,UPS,London,Medium,Not Returned,paypall
762955,FedEx,Paris,Low,Not Returned,paypall
577364,Royal Mail,London,Low,Not Returned,Credit Card
164370,UPS,Paris,Low,Not Returned,Credit Card
364065,UPS,Rome,High,Not Returned,Bank Transfer
727564,FedEx,Paris,Low,Not Returned,Bank Transfer
358741,FedEx,Berlin,Low,Not Returned,Bank Transfer
102387,UPS,Amsterdam,Medium,Not Returned,Credit Card
438410,DHL,Berlin,Low,Not Returned,Bank Transfer
442510,UPS,London,High,Not Returned,Bank Transfer
331372,DHL,London,High,Not Returned,Bank Transfer
104825,FedEx,Berlin,Medium,Not Returned,Bank Transfer
105282,Royal Mail,Rome,Low,Not Returned,Credit Card
610407,Royal Mail,Berlin,High,Not Returned,Credit Card
115451,DHL,Paris,High,Not Returned,Credit Card
352622,UPS,Paris,Low,Not Returned,paypall
862294,DHL,London,Low,Returned,Bank Transfer
773265,FedEx,London,Low,Not Returned,Bank Transfer
855015,DHL,Berlin,Low,Not Returned,paypall
233770,UPS,London,Medium,Not Returned,Credit Card
772252,DHL,Paris,High,Not Returned,Bank Transfer
882586,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
672356,FedEx,Amsterdam,Medium,Not Returned,Credit Card
858974,DHL,Amsterdam,Medium,Not Returned,paypall
696014,FedEx,Rome,Medium,Returned,Bank Transfer
965134,FedEx,London,Medium,Not Returned,paypall
522905,UPS,Berlin,Medium,Returned,Credit Card
332198,UPS,London,High,Not Returned,paypall
131604,FedEx,Rome,High,Not Returned,Bank Transfer
214751,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
431601,Royal Mail,Amsterdam,Low,Not Returned,paypall
456671,FedEx,London,Medium,Not Returned,paypall
668075,DHL,Paris,Low,Not Returned,Credit Card
527531,UPS,Rome,Low,Not Returned,paypall
394179,FedEx,Amsterdam,Medium,Not Returned,Credit Card
659132,UPS,Rome,Medium,Not Returned,Credit Card
605482,FedEx,Rome,Medium,Not Returned,Bank Transfer
378964,Royal Mail,Berlin,Low,Not Returned,paypall
319077,FedEx,Rome,High,Not Returned,Credit Card
408820,DHL,Amsterdam,Medium,Not Returned,Credit Card
857321,UPS,Amsterdam,Low,Not Returned,paypall
412058,FedEx,Paris,Medium,Not Returned,Credit Card
756095,Royal Mail,Paris,Medium,Not Returned,paypall
434894,Royal Mail,Rome,High,Not Returned,Bank Transfer
123968,DHL,Berlin,High,Not Returned,Bank Transfer
406768,DHL,Berlin,High,Not Returned,Bank Transfer
464542,Royal Mail,Amsterdam,High,Not Returned,paypall
680034,DHL,Berlin,Low,Not Returned,Credit Card
432408,UPS,Paris,Low,Not Returned,Bank Transfer
224458,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
922929,DHL,Amsterdam,Low,Not Returned,paypall
500457,FedEx,Paris,Low,Not Returned,Credit Card
838356,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
307080,FedEx,Paris,Medium,Not Returned,paypall
816999,FedEx,Amsterdam,Medium,Not Returned,paypall
641345,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
411844,DHL,Paris,Low,Not Returned,paypall
879176,UPS,Paris,Low,Not Returned,paypall
638720,Royal Mail,Berlin,Low,Not Returned,paypall
685776,UPS,Paris,High,Not Returned,paypall
723487,FedEx,London,High,Not Returned,paypall
643241,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
356039,Royal Mail,Rome,Low,Returned,Credit Card
313905,UPS,London,High,Not Returned,paypall
215864,Royal Mail,Amsterdam,Medium,Not Returned,paypall
598793,Royal Mail,Paris,High,Not Returned,paypall
827592,Royal Mail,Rome,Low,Not Returned,Credit Card
129347,FedEx,Berlin,High,Not Returned,Credit Card
645537,DHL,Rome,Medium,Not Returned,paypall
546674,Royal Mail,London,Medium,Not Returned,Bank Transfer
316265,UPS,Rome,High,Not Returned,paypall
581712,Royal Mail,Rome,Low,Not Returned,paypall
213346,Royal Mail,Paris,Low,Not Returned,paypall
969874,DHL,Paris,High,Not Returned,Credit Card
992213,FedEx,Berlin,Low,Not Returned,Credit Card
496018,UPS,London,Medium,Not Returned,paypall
987858,DHL,Amsterdam,Low,Not Returned,paypall
735374,UPS,Rome,Medium,Not Returned,Credit Card
856120,DHL,Rome,Medium,Not Returned,paypall
380177,FedEx,Rome,Medium,Not Returned,Bank Transfer
659376,UPS,Amsterdam,Low,Not Returned,paypall
733289,Royal Mail,Paris,Low,Not Returned,Bank Transfer
903959,Royal Mail,Rome,Medium,Not Returned,Credit Card
403149,DHL,London,Medium,Not Returned,Credit Card
840594,FedEx,Amsterdam,Medium,Not Returned,Credit Card
366550,FedEx,Berlin,Low,Not Returned,paypall
544977,UPS,London,Low,Not Returned,Credit Card
194538,DHL,Amsterdam,High,Not Returned,Bank Transfer
555563,DHL,Amsterdam,Low,Not Returned,Bank Transfer
828487,DHL,Paris,Medium,Not Returned,Credit Card
234191,FedEx,Amsterdam,Medium,Not Returned,Credit Card
871448,Royal Mail,Paris,Low,Not Returned,Credit Card
158935,DHL,Paris,Low,Not Returned,Bank Transfer
878247,UPS,Rome,High,Not Returned,Bank Transfer
158327,UPS,Amsterdam,Low,Returned,Credit Card
945526,FedEx,Berlin,Low,Not Returned,paypall
842769,Royal Mail,Paris,High,Not Returned,Bank Transfer
201815,Royal Mail,Amsterdam,Medium,Not Returned,Credit Card
464276,UPS,Paris,Low,Not Returned,paypall
444629,Royal Mail,Paris,Medium,Not Returned,Credit Card
197196,FedEx,Berlin,Medium,Not Returned,Bank Transfer
207396,DHL,Berlin,High,Not Returned,Credit Card
110370,UPS,Paris,Medium,Not Returned,Bank Transfer
930984,FedEx,Berlin,Low,Returned,paypall
725363,FedEx,Amsterdam,High,Not Returned,Credit Card
499993,FedEx,Amsterdam,High,Not Returned,paypall
755473,DHL,Paris,Low,Not Returned,Credit Card
493747,UPS,Amsterdam,Low,Not Returned,Credit Card
765074,DHL,Amsterdam,Medium,Not Returned,paypall
758770,UPS,Amsterdam,Low,Not Returned,Bank Transfer
699060,FedEx,London,High,Not Returned,Credit Card
744815,DHL,Paris,High,Not Returned,paypall
386752,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
370468,Royal Mail,London,Medium,Not Returned,paypall
700983,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
416366,DHL,Paris,High,Returned,Bank Transfer
796345,Royal Mail,Amsterdam,Low,Not Returned,Credit Card
721931,FedEx,Amsterdam,High,Not Returned,paypall
852731,UPS,London,High,Not Returned,paypall
407744,DHL,Berlin,Low,Not Returned,paypall
109453,DHL,Rome,Low,Not Returned,paypall
200369,DHL,Amsterdam,Low,Not Returned,paypall
521137,DHL,Rome,Low,Not Returned,Credit Card
428613,Royal Mail,Amsterdam,Low,Returned,paypall
196544,Royal Mail,Paris,High,Not Returned,Bank Transfer
297658,FedEx,London,High,Not Returned,paypall
911824,Royal Mail,Paris,High,Not Returned,paypall
263249,FedEx,London,Low,Returned,Bank Transfer
810542,DHL,London,High,Not Returned,paypall
358155,Royal Mail,London,High,Not Returned,Credit Card
860780,DHL,London,High,Not Returned,Bank Transfer
612947,FedEx,Amsterdam,Low,Not Returned,paypall
158081,FedEx,Amsterdam,High,Not Returned,Credit Card
974819,FedEx,Berlin,Medium,Not Returned,Credit Card
504322,Royal Mail,Amsterdam,Low,Not Returned,Bank Transfer
152754,FedEx,Amsterdam,Low,Returned,paypall
106878,UPS,Paris,Medium,Not Returned,paypall
625080,FedEx,Paris,Low,Not Returned,Bank Transfer
111367,DHL,Berlin,High,Not Returned,Credit Card
663019,Royal Mail,London,High,Returned,paypall
371691,FedEx,Rome,Medium,Not Returned,paypall
986121,FedEx,Amsterdam,Low,Not Returned,Bank Transfer
652856,FedEx,Rome,High,Not Returned,paypall
620480,DHL,Amsterdam,Medium,Returned,Bank Transfer
425051,Royal Mail,Berlin,Medium,Not Returned,Bank Transfer
674500,DHL,Berlin,Low,Not Returned,paypall
797691,Royal Mail,Rome,Low,Not Returned,paypall
950811,DHL,Amsterdam,High,Not Returned,Credit Card
759498,DHL,Berlin,Low,Not Returned,paypall
278184,Royal Mail,London,Medium,Not Returned,Bank Transfer
304301,FedEx,Paris,High,Not Returned,Credit Card
242466,FedEx,Berlin,Medium,Not Returned,Credit Card
451556,DHL,London,Low,Not Returned,Credit Card
794455,FedEx,Amsterdam,Medium,Not Returned,Bank Transfer
619038,DHL,Berlin,Medium,Returned,paypall
539348,DHL,London,High,Not Returned,paypall
951496,UPS,Rome,Low,Not Returned,Credit Card
679409,FedEx,Rome,High,Not Returned,Credit Card
377349,Royal Mail,London,High,Not Returned,Bank Transfer
759988,DHL,Paris,High,Not Returned,Bank Transfer
676888,UPS,Paris,Medium,Returned,paypall
457670,DHL,London,High,Not Returned,Bank Transfer
924527,FedEx,Paris,Medium,Not Returned,paypall
717447,UPS,Amsterdam,High,Not Returned,Credit Card
225590,FedEx,Rome,Low,Not Returned,paypall
158844,DHL,Paris,Low,Not Returned,paypall
802409,UPS,Rome,Medium,Not Returned,Credit Card
645721,UPS,Rome,High,Not Returned,paypall
345828,UPS,Amsterdam,Low,Not Returned,paypall
192060,FedEx,Amsterdam,High,Returned,Credit Card
243165,UPS,Paris,Medium,Not Returned,paypall
873556,FedEx,Amsterdam,Medium,Returned,Credit Card
378828,DHL,Berlin,High,Returned,Bank Transfer
869651,UPS,Amsterdam,High,Not Returned,Credit Card
815681,FedEx,Rome,Low,Not Returned,paypall
221485,Royal Mail,London,Low,Not Returned,Bank Transfer
315592,UPS,London,High,Not Returned,Credit Card
675593,DHL,Rome,Medium,Not Returned,Bank Transfer
555241,UPS,Berlin,Low,Not Returned,Credit Card
245979,Royal Mail,Rome,Low,Returned,Credit Card
940489,Royal Mail,Paris,Low,Not Returned,Bank Transfer
185938,FedEx,Rome,High,Not Returned,Credit Card
802154,Royal Mail,Paris,Low,Not Returned,paypall
430762,DHL,London,High,Not Returned,Bank Transfer
696898,Royal Mail,Amsterdam,High,Not Returned,paypall
391474,DHL,London,Medium,Not Returned,Bank Transfer
510839,UPS,Rome,Low,Not Returned,Bank Transfer
553493,UPS,Amsterdam,High,Not Returned,paypall
602080,DHL,Paris,Medium,Not Returned,paypall
493675,DHL,Rome,Medium,Not Returned,Credit Card
226908,UPS,Amsterdam,High,Not Returned,Bank Transfer
689325,UPS,Paris,Medium,Not Returned,Credit Card
546131,UPS,Paris,Low,Not Returned,Bank Transfer
692625,FedEx,Paris,High,Not Returned,paypall
128831,Royal Mail,Rome,Medium,Not Returned,Bank Transfer
772207,UPS,Amsterdam,Medium,Not Returned,Bank Transfer
887429,FedEx,Amsterdam,Low,Returned,Credit Card
777385,UPS,Paris,Medium,Not Returned,Bank Transfer
984347,FedEx,Rome,Medium,Not Returned,Bank Transfer
426928,DHL,London,Low,Not Returned,paypall
499600,FedEx,London,Medium,Not Returned,paypall
965191,DHL,Berlin,High,Not Returned,Bank Transfer
934499,Royal Mail,Rome,Medium,Not Returned,Credit Card
373342,DHL,Amsterdam,Low,Not Returned,paypall
789806,FedEx,Amsterdam,Medium,Returned,Bank Transfer
633670,DHL,London,Low,Not Returned,Credit Card
648408,DHL,Amsterdam,Low,Not Returned,paypall
528681,DHL,London,Low,Not Returned,paypall
389094,Royal Mail,London,Medium,Returned,Credit Card
354816,FedEx,Berlin,Medium,Not Returned,Credit Card
981936,UPS,Amsterdam,Low,Returned,paypall
430606,Royal Mail,Paris,Medium,Not Returned,paypall
377879,DHL,Berlin,Low,Not Returned,Credit Card
730134,FedEx,Rome,Medium,Not Returned,paypall
727021,UPS,Rome,High,Not Returned,Credit Card
246434,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
998667,DHL,Rome,Low,Not Returned,Bank Transfer
926418,UPS,London,Medium,Not Returned,Bank Transfer
123409,FedEx,Berlin,Medium,Not Returned,Credit Card
561149,UPS,Amsterdam,Low,Not Returned,Credit Card
216909,FedEx,Amsterdam,Medium,Returned,paypall
704275,UPS,Rome,Low,Not Returned,paypall
367958,UPS,Amsterdam,Low,Not Returned,Credit Card
253960,FedEx,Paris,Medium,Not Returned,Bank Transfer
566274,DHL,Amsterdam,Medium,Not Returned,Credit Card
646457,UPS,Berlin,Medium,Not Returned,paypall
552342,UPS,Rome,Medium,Not Returned,Credit Card
876267,FedEx,Amsterdam,Low,Not Returned,paypall
448062,UPS,Rome,High,Returned,Credit Card
610707,UPS,London,High,Not Returned,Bank Transfer
621296,Royal Mail,Rome,High,Not Returned,Bank Transfer
836484,FedEx,Amsterdam,Medium,Not Returned,paypall
538343,FedEx,London,Low,Not Returned,paypall
246649,FedEx,London,High,Not Returned,Credit Card
645219,Royal Mail,Rome,High,Not Returned,paypall
175506,FedEx,Paris,High,Not Returned,Bank Transfer
270350,FedEx,Berlin,Medium,Not Returned,Bank Transfer
551385,Royal Mail,London,Medium,Not Returned,Credit Card
316653,Royal Mail,London,High,Not Returned,Credit Card
868669,FedEx,Rome,Low,Returned,Credit Card
312527,DHL,Amsterdam,Medium,Not Returned,Bank Transfer
555991,Royal Mail,Berlin,High,Not Returned,Bank Transfer
734153,UPS,Paris,Low,Not Returned,paypall
979639,DHL,Amsterdam,High,Returned,Bank Transfer
761418,DHL,Berlin,High,Returned,Bank Transfer
603073,Royal Mail,Rome,High,Not Returned,Credit Card
431195,UPS,Amsterdam,Medium,Not Returned,Bank Transfer
358514,UPS,London,Medium,Not Returned,paypall
168866,FedEx,London,Low,Not Returned,paypall
724266,FedEx,Rome,Medium,Not Returned,Credit Card
810540,Royal Mail,Paris,Low,Not Returned,Bank Transfer
174514,UPS,Amsterdam,High,Not Returned,Bank Transfer
